Name,7-year Repayment Rate,Net Price,Income Range
Northwestern College,0.88976378,21700,0-30K
Northeast Iowa Community College,0.449261993,7071,0-30K
Northwest Iowa Community College,0.647058824,7495,0-30K
Saint Ambrose University,0.710382514,21044,0-30K
Simpson College,0.791666667,17172,0-30K
Southeastern Community College,0.410311493,4400,0-30K
Southwestern Community College,0.447802198,6979,0-30K
Upper Iowa University,0.600323625,19008,0-30K
Waldorf University,0.628571429,20555,0-30K
Wartburg College,0.765517241,16774,0-30K
William Penn University,0.542801556,18327,0-30K
Allen County Community College,0.382830627,5637,0-30K
Baker University,0.640483384,18293,0-30K
Barton County Community College,0.437888199,6101,0-30K
Benedictine College,0.705882353,20424,0-30K
Bethany College,0.603174603,29549,0-30K
Bethel College-North Newton,0.672566372,22522,0-30K
Butler Community College,0.437893082,7149,0-30K
Central Christian College of Kansas,0.710144928,12178,0-30K
Cloud County Community College,0.476744186,4870,0-30K
Coffeyville Community College,0.276150628,2500,0-30K
Colby Community College,0.64957265,6169,0-30K
Cowley County Community College,0.3984375,7315,0-30K
Dodge City Community College,0.417475728,2829,0-30K
Emporia State University,0.627939143,10687,0-30K
Fort Hays State University,0.670542636,9980,0-30K
Friends University,0.546310832,15963,0-30K
Garden City Community College,0.458874459,3582,0-30K
Hesston College,0.639534884,16448,0-30K
Hutchinson Community College,0.419795222,5596,0-30K
Independence Community College,0.340425532,3383,0-30K
Johnson County Community College,0.499472017,11048,0-30K
University of Kansas,0.69968652,13953,0-30K
Newman University,0.623188406,10579,0-30K
Kansas State University,0.70854527,14281,0-30K
Kansas Wesleyan University,0.596153846,23928,0-30K
Labette Community College,0.511494253,5636,0-30K
Manhattan Christian College,0.647887324,23063,0-30K
McPherson College,0.617021277,19554,0-30K
MidAmerica Nazarene University,0.661157025,17862,0-30K
Ottawa University-Ottawa,0.532097004,22348,0-30K
Pittsburg State University,0.646875,10138,0-30K
University of Saint Mary,0.546218487,20797,0-30K
Southwestern College,0.640569395,21401,0-30K
Sterling College,0.578512397,17681,0-30K
Tabor College,0.675925926,25140,0-30K
Wichita State University,0.584736251,12321,0-30K
Alice Lloyd College,0.593220339,11324,0-30K
Asbury University,0.691275168,21836,0-30K
Bellarmine University,0.704845815,19622,0-30K
Brescia University,0.520833333,10514,0-30K
Campbellsville University,0.472019465,15368,0-30K
Centre College,0.732142857,16429,0-30K
Galen College of Nursing-Louisville,0.439166667,24208,0-30K
University of the Cumberlands,0.554545455,17331,0-30K
Eastern Kentucky University,0.530221882,11920,0-30K
Georgetown College,0.703389831,16259,0-30K
American National University-Lexington,0.196853275,18871,0-30K
Kentucky State University,0.374829001,8924,0-30K
Kentucky Wesleyan College,0.550898204,24557,0-30K
University of Kentucky,0.681200453,13419,0-30K
Kentucky Christian University,0.546875,16826,0-30K
Lindsey Wilson College,0.445987654,14972,0-30K
University of Louisville,0.636607622,12351,0-30K
Midway University,0.550827423,18443,0-30K
Morehead State University,0.474343675,10600,0-30K
Murray State University,0.599651871,9469,0-30K
Northern Kentucky University,0.587651599,5281,0-30K
University of Pikeville,0.518672199,15642,0-30K
Spalding University,0.490196078,21351,0-30K
Sullivan University,0.370805369,37174,0-30K
Thomas More University,0.502645503,15237,0-30K
Transylvania University,0.760869565,21048,0-30K
Union College,0.444015444,15967,0-30K
Western Kentucky University,0.480066445,12499,0-30K
Bossier Parish Community College,0.411994785,9800,0-30K
Centenary College of Louisiana,0.647058824,22988,0-30K
Dillard University,0.503797468,16608,0-30K
Grambling State University,0.420280187,17989,0-30K
ITI Technical College,0.523364486,17977,0-30K
Louisiana State University-Alexandria,0.534482759,7360,0-30K
Louisiana State University and Agricultural & Mechanical College,0.691470054,7809,0-30K
Louisiana State University-Eunice,0.518041237,6402,0-30K
Louisiana State University-Shreveport,0.52437223,7747,0-30K
Louisiana College,0.569343066,11995,0-30K
Louisiana Tech University,0.634722222,7499,0-30K
Loyola University New Orleans,0.628691983,16816,0-30K
McNeese State University,0.55917481,10502,0-30K
University of New Orleans,0.602316602,8986,0-30K
Nicholls State University,0.612625538,8876,0-30K
University of Louisiana at Monroe,0.553117783,9906,0-30K
Northwestern State University of Louisiana,0.545577313,9615,0-30K
University of Holy Cross,0.641304348,12148,0-30K
Franciscan Missionaries of Our Lady University,0.673786408,15263,0-30K
Southeastern Louisiana University,0.610094637,9938,0-30K
Southern University and A & M College,0.549573561,15602,0-30K
Southern University at New Orleans,0.528490029,6867,0-30K
Southern University at Shreveport,0.482649842,10740,0-30K
University of Louisiana at Lafayette,0.603864734,8763,0-30K
Tulane University of Louisiana,0.643253235,17108,0-30K
Xavier University of Louisiana,0.532490975,17314,0-30K
Beal College,0.33976834,14014,0-30K
Maine College of Health Professions,0.701754386,11406,0-30K
Central Maine Community College,0.504310345,8270,0-30K
Eastern Maine Community College,0.563342318,8388,0-30K
Kennebec Valley Community College,0.457725948,7141,0-30K
University of Maine at Augusta,0.40974391,8597,0-30K
University of Maine at Farmington,0.738461539,11251,0-30K
University of Maine at Fort Kent,0.669291339,8669,0-30K
University of Maine at Machias,0.572580645,6742,0-30K
University of Maine,0.710780018,12328,0-30K
Maine Maritime Academy,0.86,17909,0-30K
University of Maine at Presque Isle,0.559055118,8453,0-30K
University of New England,0.718253968,29087,0-30K
Northern Maine Community College,0.411347518,7724,0-30K
Maine College of Art,0.717948718,25623,0-30K
Saint Joseph's College of Maine,0.75,22556,0-30K
Southern Maine Community College,0.506542056,8811,0-30K
University of Southern Maine,0.686908517,8874,0-30K
Thomas College,0.619402985,18787,0-30K
Unity College,0.627906977,22571,0-30K
Allegany College of Maryland,0.47826087,10098,0-30K
Anne Arundel Community College,0.479145473,13576,0-30K
University of Baltimore,0.528145695,17742,0-30K
Bowie State University,0.372578241,12238,0-30K
Capitol Technology University,0.678571429,16643,0-30K
Cecil College,0.490196078,8104,0-30K
College of Southern Maryland,0.448780488,5365,0-30K
Washington Adventist University,0.554112554,13800,0-30K
Coppin State University,0.320484582,10396,0-30K
Frederick Community College,0.507575758,4475,0-30K
Frostburg State University,0.650462963,8940,0-30K
Garrett College,0.373684211,6888,0-30K
Goucher College,0.784090909,15527,0-30K
Hagerstown Community College,0.481081081,5797,0-30K
Harford Community College,0.606557377,6040,0-30K
Hood College,0.729032258,13145,0-30K
Howard Community College,0.501501502,8817,0-30K
Johns Hopkins University,0.82369146,13968,0-30K
Loyola University Maryland,0.836538462,29831,0-30K
University of Maryland Global Campus,0.4626193,13672,0-30K
University of Maryland-Baltimore County,0.694840834,10184,0-30K
University of Maryland-College Park,0.758011772,7980,0-30K
Maryland Institute College of Art,0.798742138,32865,0-30K
University of Maryland Eastern Shore,0.379360465,15997,0-30K
Montgomery College,0.550408719,7453,0-30K
Morgan State University,0.296400847,14122,0-30K
Mount St. Mary's University,0.82,20037,0-30K
Notre Dame of Maryland University,0.554455446,29509,0-30K
Prince George's Community College,0.398,8104,0-30K
Salisbury University,0.669421488,9379,0-30K
St. Mary's College of Maryland,0.68,8882,0-30K
Towson University,0.649076517,9390,0-30K
Stevenson University,0.65034965,16835,0-30K
Washington College,0.789473684,12619,0-30K
McDaniel College,0.830188679,12151,0-30K
Wor-Wic Community College,0.481927711,7443,0-30K
American International College,0.519138756,20097,0-30K
Anna Maria College,0.617021277,22085,0-30K
Assumption College,0.747747748,24500,0-30K
Bay Path University,0.572519084,17002,0-30K
Bay State College,0.43908046,33324,0-30K
Becker College,0.582677165,30434,0-30K
Bentley University,0.902654867,20486,0-30K
Berklee College of Music,0.690104167,43518,0-30K
Berkshire Community College,0.503846154,7948,0-30K
Boston Architectural College,0.55862069,21311,0-30K
Boston College,0.860158311,7251,0-30K
Boston University,0.825806452,15661,0-30K
Brandeis University,0.832258065,17062,0-30K
Bridgewater State University,0.624681934,12246,0-30K
Bristol Community College,0.533333333,5294,0-30K
Bunker Hill Community College,0.498422713,6813,0-30K
Cambridge College,0.460807601,20420,0-30K
Cape Cod Community College,0.48255814,8125,0-30K
Clark University,0.821192053,19360,0-30K
Curry College,0.630853995,27260,0-30K
Dean College,0.491803279,27339,0-30K
Eastern Nazarene College,0.632352941,26013,0-30K
Emerson College,0.777142857,37668,0-30K
Emmanuel College,0.6875,26874,0-30K
Endicott College,0.867924528,29047,0-30K
Fisher College,0.449382716,21914,0-30K
Fitchburg State University,0.648,12689,0-30K
Framingham State University,0.741071429,14708,0-30K
Benjamin Franklin Institute of Technology,0.452830189,12825,0-30K
Gordon College,0.81300813,22824,0-30K
Greenfield Community College,0.532258065,7143,0-30K
Hampshire College,0.759493671,17848,0-30K
Harvard University,0.62962963,2382,0-30K
Holyoke Community College,0.537735849,6477,0-30K
Lasell University,0.651933702,23063,0-30K
Lesley University,0.606153846,26078,0-30K
University of Massachusetts-Lowell,0.680166148,11360,0-30K
University of Massachusetts-Amherst,0.752444673,12520,0-30K
University of Massachusetts-Boston,0.646862854,10023,0-30K
Massachusetts Bay Community College,0.68627451,11561,0-30K
MCPHS University,0.873150106,34124,0-30K
Massachusetts College of Art and Design,0.63902439,18319,0-30K
Massachusetts Institute of Technology,0.900990099,7581,0-30K
Massachusetts Maritime Academy,0.763888889,3875,0-30K
Massasoit Community College,0.607142857,7620,0-30K
Merrimack College,0.80952381,26767,0-30K
Middlesex Community College,0.622047244,3025,0-30K
Montserrat College of Art,0.469387755,23667,0-30K
Mount Holyoke College,0.848167539,12286,0-30K
Mount Wachusett Community College,0.601918465,6442,0-30K
Newbury College,0.495652174,22836,0-30K
Nichols College,0.565217391,26457,0-30K
Massachusetts College of Liberal Arts,0.627802691,14262,0-30K
North Shore Community College,0.609195402,6489,0-30K
Northeastern University,0.731884058,12168,0-30K
Northern Essex Community College,0.50812065,7065,0-30K
College of Our Lady of the Elms,0.588607595,19703,0-30K
Pine Manor College,0.438202247,14626,0-30K
Quincy College,0.584577114,12621,0-30K
Quinsigamond Community College,0.557241379,6110,0-30K
Regis College,0.666666667,23698,0-30K
Salem State University,0.628479657,14856,0-30K
Simmons University,0.833333333,21759,0-30K
Bard College at Simon's Rock,0.72972973,26265,0-30K
Smith College,0.740458015,8817,0-30K
Springfield College,0.484848485,21584,0-30K
Springfield Technical Community College,0.58739255,7076,0-30K
University of Massachusetts-Dartmouth,0.617612978,14531,0-30K
Stonehill College,0.836956522,24901,0-30K
Suffolk University,0.713576159,25715,0-30K
Tufts University,0.890322581,4679,0-30K
Wentworth Institute of Technology,0.774456522,28247,0-30K
Western New England University,0.685185185,24842,0-30K
Westfield State University,0.711363636,12276,0-30K
Wheaton College,0.802083333,21862,0-30K
Worcester Polytechnic Institute,0.903225807,34382,0-30K
Worcester State University,0.686046512,15135,0-30K
Adrian College,0.613636364,24242,0-30K
Albion College,0.719101124,9747,0-30K
Alma College,0.758928571,18192,0-30K
Alpena Community College,0.443877551,1049,0-30K
Andrews University,0.569672131,16373,0-30K
Aquinas College,0.598086124,13486,0-30K
Baker College,0.310623706,10564,0-30K
Bay de Noc Community College,0.48502994,7639,0-30K
Calvin University,0.79144385,20797,0-30K
Central Michigan University,0.573753281,11375,0-30K
Mott Community College,0.2773238,4500,0-30K
Cleary University,0.533333333,18406,0-30K
Concordia University-Ann Arbor,0.528957529,21602,0-30K
College for Creative Studies,0.513368984,30613,0-30K
Davenport University,0.359358734,17364,0-30K
Delta College,0.421093149,2878,0-30K
University of Detroit Mercy,0.571843251,15859,0-30K
Eastern Michigan University,0.522595223,13260,0-30K
Ferris State University,0.602746694,9013,0-30K
Glen Oaks Community College,0.371428571,5516,0-30K
Kettering University,0.798611111,30195,0-30K
Gogebic Community College,0.556701031,5683,0-30K
Cornerstone University,0.510510511,17600,0-30K
Grand Rapids Community College,0.309150565,6556,0-30K
Grand Valley State University,0.646226415,12703,0-30K
Henry Ford College,0.272420944,2982,0-30K
Hope College,0.807692308,15816,0-30K
Jackson College,0.313111546,7371,0-30K
Kalamazoo Valley Community College,0.349716446,2709,0-30K
Kellogg Community College,0.342741936,6083,0-30K
Kirtland Community College,0.452173913,5355,0-30K
Lake Michigan College,0.279069767,6009,0-30K
Lake Superior State University,0.582795699,5119,0-30K
Lansing Community College,0.338987764,4335,0-30K
Lawrence Technological University,0.624161074,28279,0-30K
Macomb Community College,0.520923521,8164,0-30K
Madonna University,0.505922166,12250,0-30K
Rochester University,0.455645161,12134,0-30K
University of Michigan-Ann Arbor,0.777264325,3962,0-30K
Michigan State University,0.722877359,6446,0-30K
Michigan Technological University,0.8441247,8263,0-30K
University of Michigan-Dearborn,0.541103018,6634,0-30K
University of Michigan-Flint,0.47063197,8488,0-30K
Mid Michigan College,0.342376052,4958,0-30K
Monroe County Community College,0.433789954,2595,0-30K
Muskegon Community College,0.324455206,4737,0-30K
North Central Michigan College,0.389655172,2359,0-30K
Northern Michigan University,0.58030303,8955,0-30K
Northwestern Michigan College,0.472610097,8297,0-30K
Northwood University,0.556862745,17460,0-30K
Oakland Community College,0.323054332,1934,0-30K
Oakland University,0.52615193,7176,0-30K
